"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"impiety","lack of reverence or dutifulness","5bb70604b9e91037328e61bd","19","address a court of law as an advocate","reconciling; soothing; comforting; mollifying","make payment to reward punish"
"rave","act with excessive enthusiasm","5bb70604b9e91037328e61bd","20","a person who is devoted to eating and drinking to excess","bunch of threads","feeling of regret for one's action"
"heresy","belief contrary to what is generally accepted","5bb70604b9e91037328e61bd","21","diseased; unhealthy (e.g.. about ideas)","one who abandons long-held religious or political convictions","grow reproduce by rapid multification"
"frenetic","frantic; frenzied","5bb70604b9e91037328e61bd","22","Existing in a wild or untamed state","impress deeply","a controversial argument / a person engaged in such an argument"
"disheveled","untidy","5bb70604b9e91037328e61bd","23","additional strengthening evidence","temporary fleeting","pleasing in appearance attractive"
"scalding","hot enough to boil","5bb70604b9e91037328e61bd","24","not allowing to pass through (of materials)","scold sharply","compel to force to make obedient"
"veneration","regard with deep respect","5bb70604b9e91037328e61bd","25","hatred being an enemy","suggestion in addition to","leather case for a pistol"
"guile","deceit; cunning","5bb70604b9e91037328e61be","1","opening; broken place; breaking","show off complacently","suppressed, kept back"
"temperate","showing self-control","5bb70604b9e91037328e61be","2","ready to believe things","relying on experiment","surgically clean"
"telltale","That gives warning or information","5bb70604b9e91037328e61be","3","more then is needed or wanted","pure; faultless","increasing the number; spreading; extending"
"irresolute","hesitating; undecided","5bb70604b9e91037328e61be","4","To bring about","plunder (especially in war)","unlucky"
"chicanery","legal trickery/false argument","5bb70604b9e91037328e61be","5","call together summon","worsen; diminish in value","incapable of being placated; unpleasable"
"benign","kind and gentle","5bb70604b9e91037328e61be","6","intimidate make fearful","cheerful person","quality of being unskillful"
"blas�","bored with pleasure or dissipation","5bb70604b9e91037328e61be","7","Poisonous; noxious","clever quick at seeing to get an advantage","distracted violently upset in mind"
"exoneration","set someone clear (e.g.. from blame)","5bb70604b9e91037328e61be","8","walk heavily","prostrate; inclined to (undesirable things)","watchfulness self-appointed group who maintain order"
"tawdry","cheap gaudy showy tacky","5bb70604b9e91037328e61be","9","equal distribution of weight equilibrium","shy/modest (especially of a girl)","increase in density strength make laconic"
"hoodwink","trick; mislead","5bb70604b9e91037328e61be","10","punishment","keeping on putting off","prevent by taking action in advance; preempt"
"grave","serious requiring; consideration","5bb70604b9e91037328e61be","11","care economy thriving prosperous","much too high or great","state or put forward as a necessary condition"
"debacle","a breakup overthrow sudden disaster","5bb70604b9e91037328e61be","12","to make thin to make less dense to purify or refine","make calmer or quieter","having the qualities of a devil"
"striated","striped grooved or banded","5bb70604b9e91037328e61be","13","have a different opinion refuse to assent","cannot be cured or corrected","make angry vax"
"resilience","quality of quickly recovering the original shape","5bb70604b9e91037328e61be","14","person who has been converted to a belief","unspoken, silent","being bright; polished"
"reticence","uncommunicativeness","5bb70604b9e91037328e61be","15","(of eyes) dull","self-controlled","show feeling of great sorrow"
"ardor","enthusiasm","5bb70604b9e91037328e61be","16","worry; irritation; wear away","approval","fall plunge steeply"
"cajole","use flattery or deceit to persuade","5bb70604b9e91037328e61be","17","dutiful to parents; devoted to religion","(agreement) stop of fighting for a time","written order requiring a person to appear in a low court"
"contentious","argumentative pugnacious combative quarrelsome","5bb70604b9e91037328e61be","18","lack of reverence or dutifulness","overcome bring under control","Punishing"
"disdain","look on with contempt","5bb70604b9e91037328e61be","19","act with excessive enthusiasm","rules establishing standards of conduct","granting of privileges in return for similar"
"glimmer","weak/unsteady light","5bb70604b9e91037328e61be","20","belief contrary to what is generally accepted","convincing firm belief","direct opposing"
"feckless","lacking purpose or vitality ineffective careless","5bb70604b9e91037328e61be","21","frantic; frenzied","to chastise; correct by punishing","accumulate"
"taunt","contemptuous reproach hurtful remark","5bb70604b9e91037328e61be","22","untidy","based on error","to praise highly"
"jocular","meant as a joke","5bb70604b9e91037328e61be","23","hot enough to boil","brightly colored; florid","corrosive; sarcastic"
"incite","stir up; rouse","5bb70604b9e91037328e61be","24","regard with deep respect","not having interest","excessive admiration of"
"terse","brief and to the point","5bb70604b9e91037328e61be","25","deceit; cunning","annoy distress trouble","black powder in smoke"
"conundrum","a riddle dilemma enigma","5bb70604b9e91037328e61bf","1","showing self-control","large piece of cloth","unlawful; forbidden"
"abeyance","suspended action","5bb70604b9e91037328e61bf","2","That gives warning or information","eat greedily/narrow opening with a stream","brave"
"drawl","slow way of speaking","5bb70604b9e91037328e61bf","3","hesitating; undecided","using pompous words","by the way"
"alacrity","eager and cheerful; readiness","5bb70604b9e91037328e61bf","4","legal trickery/false argument","covered hole as a trap unsuspected danger","arrogant; conceited"
"clinch","come to grips/settle conclusively","5bb70604b9e91037328e61bf","5","kind and gentle","treat with care and tenderness","strong dislike"
"clamor","shout complain with a lot of noise","5bb70604b9e91037328e61bf","6","bored with pleasure or dissipation","become quiet or less active","a sheet of floating ice"
"guileless","honest; straightforward","5bb70604b9e91037328e61bf","7","set someone clear (e.g.. from blame)","unmoved; feeling no sign of passion","tending to comply obliging willingness to please"
"apotheosis","deification glorification to godliness","5bb70604b9e91037328e61bf","8","cheap gaudy showy tacky","make shorter then was planned","grasping understanding fear unhappy feeling about future"
"falter","waver/move in an uncertain manner","5bb70604b9e91037328e61bf","9","trick; mislead","take up a high position","be unsteady and overturn"
"nexus","a connection or link","5bb70604b9e91037328e61bf","10","serious requiring; consideration","incapable of being discovered or understood","being different in moral standards (from normal)"
"inimitable","defying; imitation; unmatchable","5bb70604b9e91037328e61bf","11","a breakup overthrow sudden disaster","sharp; piercing","agreement or harmony"
"ale","fermented alcoholic beverage similar to but heavier than beer","5bb70604b9e91037328e61bf","12","striped grooved or banded","careful forethought","primitive unspoiled pure as in earlier times unadulterated"
"ulterior","situated beyond","5bb70604b9e91037328e61bf","13","quality of quickly recovering the original shape","crude; rude","sticky/semi-fluid"
"myriad","very great number","5bb70604b9e91037328e61bf","14","uncommunicativeness","fearful timid afraid","pronounce (words)/express a theory"
"jagged","notched","5bb70604b9e91037328e61bf","15","enthusiasm","rub or wipe out, obliterate","unskillful; said or done at the wrong time"
"sash","long strip worn round the waist","5bb70604b9e91037328e61bf","16","use flattery or deceit to persuade","calm not capable of being excited","wishing to do evil"
"sever","break off","5bb70604b9e91037328e61bf","17","argumentative pugnacious combative quarrelsome","repeal/annul/cancel","put into difficulties"
"decorum","propriety properness","5bb70604b9e91037328e61bf","18","look on with contempt","give greatly needed support","To mark with different shade or colors"
"recant","take back as being FALSE give up","5bb70604b9e91037328e61bf","19","weak/unsteady light","of connected with trees","present but not yet active; developed or visible"
"abet","help/encourage somebody (in doing wrong)","5bb70604b9e91037328e61bf","20","lacking purpose or vitality ineffective careless","place here and there","sluggish; dull; not tight"
"discreet","careful/prudent","5bb70604b9e91037328e61bf","21","contemptuous reproach hurtful remark","a group or band of people","exercises to develop strong bodies"
"itinerate","to travel from place to place to peregrinate","5bb70604b9e91037328e61bf","22","meant as a joke","unaware; having no memory","crime of killing a king"
"innocuous","causing no harm","5bb70604b9e91037328e61bf","23","stir up; rouse","not noble; inferior","roof of the mouth; sense of taste"
